330;87.4214
250;88.3919
90;88.495
85;89.3365
125;90.5184
290;85.4344
130;87.7302
440;89.1046
450;84.5268
120;87.8979
280;87.7725
95;86.3993
80;90.1767
240;87.4028
320;88.0846
390;84.9047
150;92.2834
420;88.3994
350;86.4551
185;88.6887
230;84.4039
190;84.9996
180;89.5938
220;85.3455
340;91.032
430;87.5967
140;85.5681
380;86.4374
400;87.2564
170;83.5475
210;88.0556
370;89.4592
360;86.0958
200;86.7201
175;87.8744
160;90.8118
410;87.7979
270;83.7822
310;88.3645
460;85.9612
110;87.4954
65;86.8194
70;91.3726
105;89.1934
115;86.6157
60;88.9791
75;89.829
100;85.906
470;87.4764
300;86.5082
260;85.05
