760;46.76
770;47.43
780;47.44
790;46.72
800;47.36
810;47.20
820;46.57
830;47.24
840;47.83
850;47.44
860;47.57
870;48.14
880;48.03







avg_parl_dial_encoder;0.01
avg_st_parl_swissdial;0.01
avg_parl_dial_encoder;50.24
