330;34.1398
640;34.5174
720;35.3721
250;33.3312
90;35.0803
85;34.7861
480;34.0996
50;48.9413
290;33.4064
520;34.3047
130;32.5212
440;34.1143
450;34.3939
120;32.2401
530;34.2213
55;43.8544
280;33.1696
490;34.6791
80;35.7225
240;33.2313
730;35.4701
650;35.0167
320;33.9737
390;34.2397
540;34.7301
150;32.0598
420;34.0223
350;33.8423
230;32.8701
580;34.7751
190;32.2069
180;32.3155
590;34.6531
220;33.2013
750;35.0575
340;33.7474
430;34.6651
140;32.2941
550;34.358
380;34.4913
400;34.5502
170;31.966
560;34.7856
210;32.6913
600;34.6642
370;34.4238
360;34.5312
200;32.1385
570;35.0411
160;32.8034
410;34.8304
270;33.5922
700;35.0826
660;34.947
310;34.2905
460;34.0234
110;32.3373
65;39.489
500;34.7147
70;37.8439
60;41.5347
75;35.813
510;34.4072
100;33.6601
470;34.5297
300;33.5244
670;35.1659
710;34.8703
260;33.1378
