50;34.57
55;39.21
60;41.82
65;44.24
70;45.99
75;47.92
80;48.22
85;49.36
90;49.51
100;50.69
110;52.38
120;52.54
130;52.32
140;52.52
150;52.84
160;52.06
170;52.82
180;52.51
190;52.86
200;52.95
210;52.25
220;51.74
230;52.21
240;51.72
250;51.52
260;51.90
270;51.38
280;51.76
290;51.35
300;51.48
310;50.66
320;50.87
330;50.61
340;51.15
350;51.10
360;50.48
370;50.35
380;50.44
390;50.71
400;50.26
410;50.18
420;51.05
430;50.20
440;50.85
450;50.51
460;50.82
470;50.34
480;50.78
490;50.38
500;50.37
510;50.51
520;50.51
530;50.60
540;50.11
550;50.49
560;50.23
570;49.83
580;50.10
590;50.20
600;50.19
25.91



670;49.67
730;49.41
720;49.57
660;49.82
700;49.89
640;50.46
650;49.82
710;49.82
750;49.75
avg_st_parl_swissdial;54.60
avg_st_parl_swissdial;57.76
