330;5.1381
250;5.6968
90;16.7115
85;18.1187
480;4.6973
50;48.1575
290;5.1789
520;4.64
130;10.4592
440;5.1787
450;5.0585
120;11.0127
530;4.4943
55;41.3553
280;5.4921
490;5.305
80;20.0991
240;6.0112
320;4.7446
390;4.9241
540;5.1379
150;8.4376
420;4.6741
350;4.877
230;6.0971
580;4.5207
190;7.5633
180;7.6026
590;4.7018
220;6.8673
340;5.3321
430;5.0764
140;9.842
550;4.4954
380;5.2915
400;5.254
170;7.8056
560;4.7367
210;6.7985
600;4.3576
370;5.098
360;5.1846
200;6.7011
570;4.7785
160;7.9059
410;4.4369
270;5.7328
310;5.5463
460;4.5223
110;12.7105
65;31.0894
500;4.9785
70;26.8888
60;35.5417
75;23.4811
510;4.6452
100;14.6009
470;5.0189
300;5.4689
260;5.8238
