330;3.0866
250;3.5936
90;9.5533
85;10.2073
480;2.9018
50;25.9921
290;3.2871
520;2.8053
130;6.2773
440;3.0388
450;3.0386
120;6.6469
530;2.7358
55;22.3113
280;3.3695
490;3.193
80;11.3655
240;3.7162
320;2.9438
390;2.9948
540;3.0911
150;5.1529
420;2.8121
350;2.9982
230;3.8007
580;2.6994
190;4.6447
180;4.6528
590;2.8023
220;4.275
340;3.1861
430;3.0407
140;5.9129
550;2.6451
380;3.2792
400;3.1936
170;4.8753
560;2.8046
210;4.17
600;2.6698
370;3.178
360;3.1241
200;4.1635
570;2.8867
160;4.9794
410;2.6921
270;3.5253
310;3.3692
460;2.7169
110;7.4621
65;16.7838
500;3.0868
70;14.7018
60;19.2567
75;13.0303
510;2.8901
100;8.5052
470;2.9775
300;3.4174
260;3.6165
