330;18.43
250;18.7267
90;21.4907
85;21.8892
125;20.217
290;18.3571
130;20.2959
440;18.6828
450;18.4093
120;20.272
280;18.4073
95;21.4237
80;23.1522
240;18.3249
320;18.8254
390;18.5395
150;22.1832
420;18.5291
350;18.5978
230;18.21
190;18.5903
345;19.3548
180;19.758
220;18.5876
340;18.5253
430;19.1002
140;19.6038
380;18.3599
400;18.1128
170;19.2874
210;18.6756
370;18.833
360;18.3721
200;18.7987
160;20.3813
410;19.224
270;18.2039
310;18.5861
460;18.419
110;20.5016
65;28.7009
70;24.2039
105;21.4535
115;20.843
60;25.4262
75;23.3537
100;20.7064
470;18.9006
300;18.2032
260;18.1601
